Amount,Payer,Payer country,Beneficiary,Beneficiary country,Date,Purpose,,,
9656,METASTAR INVEST LLP,GB,CCG DE GMBH,DE,10/08/2012,1208105026274809 INVOICE No 380055 DD 14.06.12,,,
9650,LCM ALLIANCE LLP,GB,CUHADAROGLU METAL SANAYI VE,TR,12/06/2013,1306125026235983 INV NO CUH-218 DD 06.05.2013,,,
9630,HILUX SERVICES LP,GB,PATRIZIA GARGANTI SRL,IT,14/01/2014,1401145034690404 PAYMENT TO THE INVOICE N.5265 DD.12 .01 .2014 FOR LIGHTS FOR LIGHTINGS,,,
9628,METASTAR INVEST LLP,GB,AOYAMA OPTICAL FRANCE SAS,FR,04/06/2013,1306045037692316 INVOICE 7141 DD 01.04.2013,,,
9625,MODEIT LTD,GB,METASTAR INVEST LLP,GB,02/10/2013,1310025105049489 SEE DESCRIPTION CONTRACT NO.01 /02-2013 DD 11.02.2013 AND INV.NO.20/13,,,
9618,METASTAR INVEST LLP,GB,SHOP + SHIP GLOBAL SERVICES,US,28/08/2013,1308285022069876 INVOICE 11214,,,
9613,METASTAR INVEST LLP,GB,ISOMAT A.E.,GR,27/06/2013,1306275034026200 HELLENIC AZERI INVOICE 29.06.12,,,
9576,HILUX SERVICES LP,GB,FABERLEX LP,GB,07/07/2014,PAYMENT TO THE CONTRACT N 5 DD.02.12.2013,,,
9570,POLUX MANAGEMENT LP,GB,AHMET ILOGLU,TR,08/11/2013,1311085022622811 PAYMENT TO THE INVOICE N 9 DD.05.11 .20 13 FOR SERVICE.,,,
9569,HILUX SERVICES LP,GB,YANA DIAMONDS LIMITED,HK,02/07/2014,1407025030781592 PAYMENT TO THE INVOICE N.23 DD.02.07.20 14 FOR JEWELLERY,,,
9565,HILUX SERVICES LP,GB,YIGITLER FLANS,TR,29/12/2014,1412295024693494 PAYMENT TO THE INVOICE N.H-8 DD.29. 12. 2014,,,
9551,HILUX SERVICES LP,GB,OR ILLUMINAZIONE S.R.L.,IT,29/08/2014,1408295030388167 PAYMENT TO THE INVOICE N.3521 DD.29 .08 .2014 FOR LIGHTING,,,
9545,METASTAR INVEST LLP,GB,BAUER GmbH,DE,07/02/2013,1302075026637024 INVOICE 64 DD 08.02.2013,,,
9500,LCM ALLIANCE LLP,GB,FUXIN DARE AUTOMOTIVE PARTS,CN,09/04/2013,1304095027871142 INVOICE NO 1215 DD 24.01.2013 FOR EQUIP MENT,,,
9500,LCM ALLIANCE LLP,GB,CHANGLONGXING SCIENCE + TECHNOLOGY,CN,30/05/2013,1305305023478846 INV NO 16 DD 10.04.2013,,,
9500,METASTAR INVEST LLP,GB,EXPERTS HANDLMG CARGO,EC,14/06/2013,1306145025391385 INVOICE 00052 DD 22.01.13,,,
9500,POLUX MANAGEMENT LP,GB,ZENIT,UNKNOWN,28/11/2013,1311285025014043 PAYMENT TO THE CONTRACT N 113/58/20 13 SPECIFICATION N 3 DD.22.11.2013 FOR GOODS.,,,
9492,POLUX MANAGEMENT LP,GB,LA MURRINA SPA,IT,10/07/2013,1307105030124409 PAYMENT TO THE INVOICE N 009281 DD. 01. 07.2013 FOR CONSTRUCTION MATERIA LS.,,,
9488,HILUX SERVICES LP,GB,FRANCESCO SMALTO INTERNATIONAL SAS,FR,22/01/2014,1401225035916885 PAYMENT TO THE CONTRACT N 4556 DD.0 2.0 7.2013 FOR SERVICE.,,,
9479,METASTAR INVEST LLP,GB,TRICON DRY CHEMICALS LLC,US,26/03/2013,1303265035309713 INVOICE 020 DD 15.03.2013,,,
9478,POLUX MANAGEMENT LP,GB,ELAFLEX GUMMI EHTERS GMBH,DE,03/12/2013,1312035032173101 PAYMENT TO THE CONTRACT 674 DD 10.10.20 13,,,
9471,METASTAR INVEST LLP,GB,CHRISTEL HEILMANN GMBH&CO.KG,DE,17/07/2012,1207175026764514 CONTRACT N 03 DD 22.05.2012 FOR TEXTIL,,,
9469,METASTAR INVEST LLP,GB,CCG DE GMBH,DE,24/05/2013,1305245037376905 INVOICE N 11203006 DD 26.03.12 FOR EQUI PMENT,,,
9466,LCM ALLIANCE LLP,GB,BONINVEST LLP,GB,08/10/2012,INVOICE.No 987 DD 02.10.2012,,,
9436,LCM ALLIANCE LLP,GB,TALOCA GmbH,CH,31/05/2013,"1305315025399144 Payment inv.602961,602962 dd 06/05/13",,,
9430,LCM ALLIANCE LLP,GB,TOTAL WEALTHY LIMITED,HK,09/04/2013,1304095020121174 INVOICE NO 5247 DD 23.03.2013,,,
9427,SKN ELECTRICAL SERVICES LIMITEDACCO,GB,METASTAR INVEST LLP,GB,02/11/2012,1211025105213931 PAYMENT REFN INVOICE 10079,,,
9415,METASTAR INVEST LLP,GB,SHOP + SHIP GLOBAL SERVICES,US,25/06/2013,1306255024795892 INVOICE 11214,,,
9409,METASTAR INVEST LLP,GB,Seyidov Rovshan,DE,17/10/2012,1210175026722646 schulde von Rasim,,,
9408,POLUX MANAGEMENT LP,GB,FRANCESCO SMALTO INTERNATIONAL SAS,FR,01/07/2013,1307015033453682 PAYMENT TO THE INVOICE N 002321 DD. 20. 06.2013 FOR TEXTILES.,,,
9405,SEKRESM LOGISTICS LTD,CY,METASTAR INVEST LLP,GB,02/10/2013,1310025106146769 SEE DESCRIPTION CONTRACT NO.425 DD 01.0 4.2013 AND INV. NO.21/13,,,
9401,PAKART LP,GB,HILUX SERVICES LP,GB,13/08/2014,PAYMENT TO THE CONTRACT N.8 DD.01.02.2014,,,
9357,HILUX SERVICES LP,GB,GF + GEORG FISHER PIPING SYSTEMS,CH,03/07/2014,1407035035818366 PAYMENT TO THE CONTRACT N 302 DD.11 .10 .2013 FOR EQUIPMENT.,,,
9350,HILUX SERVICES LP,GB,EKKOL ELEKTRIK ELEKTRONIK INSAAT,TR,11/08/2014,1408115026358586 PAYMENT TO THE INVOICE N.147 DD.11. 08. 2014,,,
9335,TOO ASPI,KZ,LCM ALLIANCE LLP,GB,29/04/2013,1304295106509580 PAYMENT FOR GOODS UNDER CONTRACTNO. 29A DD 29/01/13,,,
9332,POLUX MANAGEMENT LP,GB,NOVELLINI SPA,IT,28/10/2013,1310285036166348 PAYMENT TO THE INVOICE N 0598 DD.22 .10 .2013 FOR EQUIPMENT.,,,
9332,HILUX SERVICES LP,GB,FAF VANA SANAYI VE TICARET A.S,TR,05/12/2013,1312055028026501 PAYMENT TO THE CONTRACT N 56874 DD 03.0 9.2013,,,
9330,HILUX SERVICES LP,GB,CHANGZHOU DAHUA IMP.AND EXP.(GROUP),CN,27/06/2014,1406275027982553 PAYMENT TO THE INVOICE N.4999WIN22 DD.2 2.05.2014,,,
9329,METASTAR INVEST LLP,GB,GC EUROPE N.V.,BE,06/08/2012,1208065024787895 INVOICE NO 1840 DD 26.11.10 CASPIDE NT TARGULU. FOR EQUIPMENT,,,
9325,METASTAR INVEST LLP,GB,CHARLES M. BROCKERT,US,23/07/2013,1307235026723956 INVOICE 01020,,,
9318,METASTAR INVEST LLP,GB,TOMASINI FRANCIA SRL,IT,01/11/2012,"1211015027043869 PASQUALE BRUNI REF 13763B, PASQUALE BRU NI REF 13767B",,,
9315,HILUX SERVICES LP,GB,PAKART LP,GB,12/08/2014,PAYMENT TO THE CONTRACT N.8 DD. 01.02.2014,,,
9307,METASTAR INVEST LLP,GB,OSWELT GMBH,DE,11/06/2013,1306115036720189 PROFORMA INVOICE NR 3034/13 06.05.2 013 ZEYNALOV CELIL,,,
9304,METASTAR INVEST LLP,GB,DJO BENELUX BVBA,BE,01/03/2013,1303015023813983 CUSTOMER N 637198 DD 28/11/2012 FOR EQU IPMENT,,,
9295,LCM ALLIANCE LLP,GB,DIAMINOR GIOIELLI S.R.L.,IT,12/06/2013,1306125036413551 INVOICE NO 7226 DD 06.06.2013,,,
9258,LCM ALLIANCE LLP,GB,"SUZHOU INNOVAC ELECTRIC CO.,LTD",CN,07/05/2013,1305075024189954 INV NO 4301 DD 19.04.2013,,,
9254,POLUX MANAGEMENT LP,GB,RAAB BERNHARD,DE,23/08/2013,1308235037108052 PAYMENT TO THE INVOICE N 001982 DD.20.0 8.2013 FOR SERVICE.,,,
9230,LCM ALLIANCE LLP,GB,ADVANCED TECHNOLOGIES CENTER,PL,21/02/2013,1302215020738109 INVOICE NO 523 DD 07.01.2013,,,
9225,METASTAR INVEST LLP,GB,ONLYWOOD S.R.L.,IT,29/04/2013,1304295034239156 INVOICE 1514 DD 10.02.2013,,,
9205,HILUX SERVICES LP,GB,BETSON ENT,UNKNOWN,07/04/2014,1404075021331068 PAYMENT TO THE INVOICE N.827 DD.07. 04. 2014,,,
9204,LCM ALLIANCE LLP,GB,SOLE TRADER VOROBYEV ALEXANDER,UNKNOWN,08/05/2013,"1305085028077668 CONTRACT NO 8 DD 25.06.2012, INVOIC E N O N/A DD 14.01.2013",,,
9200,CAMBELL UNIVERSAL LLP,GB,METASTAR INVEST LLP,GB,03/12/2012,1212035022584113 PAYMENT FOR GOODS FOR INV 22 22/11/12,,,
9200,LCM ALLIANCE LLP,GB,OVERMOND LLP,GB,11/03/2013,1303115076041258 INVOICE.No 197 DD 06.03.2013,,,
9200,EVERMAIR PROJECTS LP,GB,METASTAR INVEST LLP,GB,03/04/2013,1304035071808832 PAYMENT FOR ELECTRO DEVICE BY CNTR 76 D D 01.03.2013,,,
9200,EVERMAIR PROJECTS LP,GB,METASTAR INVEST LLP,GB,15/04/2013,1304155077510863 PAYMENT FOR ELECTRO DEVICE BY CNTR 76 D D 01.03.2013,,,
9188,METASTAR INVEST LLP,GB,AUTO1000 GMBH,DE,20/11/2012,1211205021990039 PREPAYMENT FOR 2 UNIT 2013MY MB GL5 50,,,
9180,HILUX SERVICES LP,GB,YASEMIN CELIKEL,TR,11/04/2014,1404115021319120 PAYMENT TO THE INVOICE N.747 DD.11. 04. 2014,,,
9172,METASTAR INVEST LLP,GB,DML S.R.L.,IT,03/09/2013,1309035036940276 INVOICE 32 DD 02.09.2013,,,
9171,LCM ALLIANCE LLP,GB,KG COMMERCE LLP,GB,01/03/2013,OWN PAYMENT,,,
9163,METASTAR INVEST LLP,GB,WELMER COMMERCE INC,LV,15/05/2013,1305155032029409 PAYMENT FOR EQUIPMENTS CNT 143,,,
9150,LCM ALLIANCE LLP,GB,INFOCREST LLP,GB,09/05/2013,INVOICE.No 069 DD 07.05.2013,,,
9150,METASTAR INVEST LLP,GB,DIEGO NARINSKY,UNKNOWN,12/07/2013,1307125024739145 INVOICE 099-0000121 DD 21.05.13 FOR ELE CTRONIC EQUIPMENT,,,
9141,METASTAR INVEST LLP,GB,"COMPLETE PHARMA CO.,LTD",TH,25/07/2013,1307255023895568 INVOICE 742010,,,
9136,HILUX SERVICES LP,GB,ANDREA MONTELPARE SPA,IT,08/09/2014,1409085030915746 PAYMENT TO THE INVOICE N.605 DD. 08 .09 .2014,,,
9135,METASTAR INVEST LLP,GB,STORMER KUCHEN,DE,16/08/2013,1308165034670057 PROFORMI N 1/53431414/0/0,,,
9094,METASTAR INVEST LLP,GB,CSN INDUSTRIE SRL,IT,13/09/2012,1209135024635896 INVOICE CSN12-02372V 08/05/2012 CAS PID ENT FOR EQUIPMENT,,,
9094,METASTAR INVEST LLP,GB,ANTON SPAARGAREN,NL,19/06/2013,1306195037966327 PAYMENT TO THE CONTRACT N 004 DD 06 .06 .2013 FOR EQUIPMENT.,,,
9078,FABERLEX LP,GB,HILUX SERVICES LP,GB,06/08/2014,PAYMENT TO THE CONTRACT N 5 DD.02.12.2013,,,
9077,HILUX SERVICES LP,GB,LF USA INC.,US,14/01/2014,1401145026600696 PAYMENT TO THE INVOICE N. 5212 DD.1 0.0 1.2014,,,
9075,SEKRESM LOGISTICS LTD,CY,METASTAR INVEST LLP,GB,12/08/2013,1308125104388563 SEE DESCRIPTION CONTRACT NO.425 DD 1.4. 2013 AND INV.NO.14/13,,,
9068,METASTAR INVEST LLP,GB,TURK ORAL IMPLANTOLOJI DERNEGI,TR,05/06/2013,1306055025440346 INVOICE 645421 DD 21.02.2013,,,
9067,METASTAR INVEST LLP,GB,CCG DE GMBH,DE,27/09/2012,1209275026704245 INVOICE N 11203006 DD 26.03.12 for equi pment,,,
9059,LCM ALLIANCE LLP,GB,GFG EXPORT LLP,GB,02/11/2012,OWN PAYMENT,,,
9059,BONINVEST LLP,GB,LCM ALLIANCE LLP,GB,02/11/2012,INVOICE.No 082/2012 DD 22.10.2012,,,
9050,METASTAR INVEST LLP,GB,IGOR CALUTU,RO,16/04/2013,1304165022761211 INVOICE 6204 DD 03004.2013,,,
9023,METASTAR INVEST LLP,GB,MAFRAT SPA S.P.,IT,08/10/2012,1210085020036231 INVOICE 39138 DD 19/09/2012 FOR TEX TIL,,,
9023,METASTAR INVEST LLP,GB,MUROVA SYSTEMS LLP,GB,24/10/2012,INVOICE 04 DD 17.07.2012,,,
9020,HILUX SERVICES LP,GB,BERDAN CIVATA SOMUN MAKINA YEDEK,TR,04/03/2014,1403045027746835 PAYMENT TO THE INVOICE N.36 DD.04.0 3.2 014,,,
9011,METASTAR INVEST LLP,GB,CHIAMPESAN FRATELLI SRL,IT,05/09/2012,1209055022749133 INVOICE NO 03/487430 DD FOR EQUIPME NT,,,
9000,METASTAR INVEST LLP,GB,LINSTAR SYSTEMS CORP.,US,23/08/2012,1208235026040742 INVOICE 01 DD 01.05.12,,,
9000,LOTA SALES LLP,GB,METASTAR INVEST LLP,GB,23/10/2012,1210235027627692 DOGOVOR ZAYMA,,,
9000,METASTAR INVEST LLP,GB,NAZTUR SEYAHAT TICARAT TURIZM LTD,TR,05/11/2012,1211055025332269 INVOICE 813894 DD 01.07.2012,,,
9000,LOTA SALES LLP,GB,METASTAR INVEST LLP,GB,01/02/2013,1302015028282281 DOGOVOR ZAYMA,,,
9000,METASTAR INVEST LLP,GB,SHANGHAI ARTS +CRAFTS HOME PRODUCTS,CN,27/03/2013,"1303275026558341 FROM REMZI COMPANY, AZERBAIJAN.",,,
9000,LCM ALLIANCE LLP,GB,YUHUAN COUNTY C.F. FURNITURE,CN,15/04/2013,1304155025606499 INVOICE NO 1158 DD 30.01.2013,,,
9000,METASTAR INVEST LLP,GB,LOTA SALES LLP,GB,22/04/2013,1304225070569231 DOGOVOR ZAYMA,,,
9000,LCM ALLIANCE LLP,GB,HUA FENG INDUSTRIAL HK LIMITED,HK,14/06/2013,1306145027057429 INVOICE NO HF130427-56 DD 11.06.201 3,,,
9000,BKTRUS33,US,LCM ALLIANCE LLP,GB,15/07/2013,1307155108188783 RTN P/O 1306145027057429/1001/ PER DB INTERNAL POLICY,,,
9000,FABERLEX LP,GB,HILUX SERVICES LP,GB,13/03/2014,1403135076918996 PAYMENT TO THE CONTRACT N 439 DD.01.12. 2013,,,
9000,HILUX SERVICES LP,GB,MAHIR BENGI,TR,22/12/2014,1412225027428961 PAYMENT TO THE INVOICE N.22/12 DD.2 2.1 2.2014 FOR SERVICE.,,,
8980,METASTAR INVEST LLP,GB,MULTIPLAN YALITIM SISTEMLERI SAN.,TR,02/09/2013,1309025027662542 INVOICE 10.06.2013,,,
8977,METASTAR INVEST LLP,GB,Miss Aruna Dackeviciene,UNKNOWN,02/09/2013,"1309025025075634 2,144.00 One bedroom 3,644.00 3 bedroom",,,
8961,HILUX SERVICES LP,GB,AZULEJOS BORJA S.L.,ES,11/12/2013,1312115034868568 PAYMENT TO THE INVOICE N.658/1 DD.1 0.1 2.2013,,,
8942,HILUX SERVICES LP,GB,PEDRET LIGHTING SL,ES,14/01/2014,1401145036077524 PAYMENT TO THE INVOICE N/7951 DD.12 .01 .2014 FOR LIGHTING,,,
8937,LCM ALLIANCE LLP,GB,Iron Investments Inc.,US,14/05/2013,1305135075736433 INVOICE.No 3015 DD 10.05.2013,,,
8936,HILUX SERVICES LP,GB,FABERLEX LP,GB,05/06/2014,PAYMENT TO THE CONTRACT N 5 DD.02.12.2013,,,
8914,METASTAR INVEST LLP,GB,TECNOSS DENTAL S.R.L.,IT,09/04/2013,1304095038211970 INVOICE 632 DD 06.04.2013,,,
8869,METASTAR INVEST LLP,GB,SEL DIS TICARET VE KIMYA SANAYI,TR,12/02/2013,1302125021919884 INVOICE 833 DD 22.07.2012 FOR PAINT S,,,
8858,METASTAR INVEST LLP,GB,MAXWISE TECHNOLOGY L.P.,GB,28/12/2012,1212285025781853 INVOICE 164 DD 05.08.2012 FOR PP TR ANS PORT,,,
8856,POLUX MANAGEMENT LP,GB,ZENIT,UNKNOWN,06/11/2013,1311065027262355 PAYMENT TO THE CONTRACT N 82/58/2012 FO R GOODS.,,,
8850,METASTAR INVEST LLP,GB,Geistlich Pharma,CH,11/02/2013,"1302115026010106 INV.21201227 DD JULY 25,2012",,,
8840,HILUX SERVICES LP,GB,PROCAR (SHANGHAI) INDUSTRY,CN,27/03/2014,1403275026302983 PAYMENT TO THE INVOICE N.6512 DD.15 .01 .2014,,,
8834,HILUX SERVICES LP,GB,ART DE SUISSE S.R.O.,CZ,01/10/2014,1410015032466735 PAYMENT TO THE INVOICE N 2 DD.01.10 .20 14 FOR WATCHES.,,,
8834,FABERLEX LP,GB,HILUX SERVICES LP,GB,01/10/2014,PAYMENT TO THE CONTRACT N 5 DD.02.12.2013,,,
8820,METASTAR INVEST LLP,GB,MAXWISE TECHNOLOGY L.P.,GB,06/03/2013,1303065035461422 INVOICE 164 DD 05.08.2012 FOR PP TR ANS PORT,,,
8805,METASTAR INVEST LLP,GB,Brabus GmbH,DE,18/09/2012,1209185026217860 Anzahlung für MB G63 AMG 048/ZF5,,,
8805,POLUX MANAGEMENT LP,GB,BN INTERNATIONAL B.V.,NL,19/09/2013,1309195033888816 PAYMENT TO THE INVOICE N 17092013 D D.1 7.09.2013 FOR EQUIPMENT.,,,
8791,POLUX MANAGEMENT LP,GB,MEHMET CENGIZ,TR,22/10/2013,1310225024788910 PAYMENT TO THE INVOICE N 32091 DD.1 2.1 0.2013 FOR SERVICE.,,,
8790,METASTAR INVEST LLP,GB,EMIN HEKIMCI,TR,25/01/2013,1301255022070987 INVOICE 5496 DD 10.08.2012,,,
8784,HILUX SERVICES LP,GB,FABERLEX LP,GB,14/02/2014,PAYMENT TO THE CONTRACT N 5 DD.02.12.2013,,,
8782,POLUX MANAGEMENT LP,GB,CHRISTIAN DIOR COUTURE,FR,24/07/2013,1307245032889782 PAYMENT TO THE INVOICE DD.23.07.201 3 F OR TEXTILES.,,,
8781,HILUX SERVICES LP,GB,SAYGIN HIDROFOR VE POMPA SIS.SAN.,TR,29/12/2014,1412295020010390 PAYMENT TO THE INVOICE N.3281 DD.29 .12 .2014 FOR PIPES,,,
8779,HILUX SERVICES LP,GB,BIR ASANSOR SAN. TIC. LTD. STI.,TR,31/07/2014,1407315020022311 PAYMENT TO THE INVOICE N. IP-31012014/1 R4 DD 21.07.2014,,,
8778,RIVERLANE LLP,GB,POLUX MANAGEMENT LP,GB,10/07/2013,PAYMENT TO THE CONTRACT N 124 DD 31.05.2013 FOR CONSTRUC TION MATERIALS.,,,
8768,METASTAR INVEST LLP,GB,CSN INDUSTRIE SRL,IT,09/05/2013,1305095038021318 INVOICE CSN12-02372V 08/05/2012 CAS PID ENT FOR EQUIPMENT,,,
8768,HILUX SERVICES LP,GB,HUPPE INSAAT MALZEMELERI SAN.VE TIC,TR,14/11/2014,1411145020921824 PAYMENT TO THE INVOICE N.657/8 DD.1 4.1 1.2014FOR CONSTRUCTION MATERIALS,,,
8762,METASTAR INVEST LLP,GB,Miss Aruna Dackeviciene,UNKNOWN,29/08/2013,"1308295027280610 2,144.00 One bedroom 3,644.00 3 bedroom",,,
8762,Miss Aruna Dackeviciene,UNKNOWN,METASTAR INVEST LLP,GB,30/08/2013,tagastus Ebaselge makse,,,
8759,METASTAR INVEST LLP,GB,HARMSCO ITALIA S.R.L,IT,10/01/2013,1301105020095122 ORDER N 94 DD 04.07.2012,,,
8753,METASTAR INVEST LLP,GB,FFDM PNEUMAT THOMAS DENTAL,FR,09/09/2013,1309095038224277 INVOICE 7474585 DD 22.04.2013,,,
8732,HILUX SERVICES LP,GB,THOMAS GRABBE,DE,17/12/2014,1412175032916115 PAYMENT TO THE INVOICE N 2471 DD.17.12. 2014 FOR SERVICE.,,,
8730,METASTAR INVEST LLP,GB,CCG DE GMBH,DE,24/10/2012,1210245021083327 INVOICE N 11203006 DD 26.03.12 for equi pment,,,
8722,METASTAR INVEST LLP,GB,REFLEX,SI,16/04/2013,1304165032549321 INVOICE 630 DD 23.03.2013,,,
8717,METASTAR INVEST LLP,GB,NEMESI S.R.L.,IT,03/09/2013,1309035030044500 INVOICE 840 DD 24.04.2013,,,
8715,POLUX MANAGEMENT LP,GB,PLOZA KAGIT VE MAKINA SANAYI,TR,10/10/2013,1310105027992897 PAYMENT TO THE INVOICE N 445 DD.01. 10. 2013 FOR EQUIPMENT.,,,
8708,HILUX SERVICES LP,GB,FABERLEX LP,GB,03/10/2014,PAYMENT TO THE CONTRACT N 5 DD.02.12.2013,,,
8703,METASTAR INVEST LLP,GB,HOEDLMAYR ZASTAVA D.O.O,RS,19/12/2012,1212195024722347 EXPEDITION NR.4 TRNAVA-BAKU.8 UNIT CITR OEN CARS ON INVOICE NR. 13981 ( BAKU MOTORS D.A LLC),,,
8703,METASTAR INVEST LLP,GB,HOEDLMAYR ZASTAVA D.O.O,RS,19/12/2012,1212195025132315 EXPEDITION NR.3 TRNAVA-BAKU.7 UNIT CITR OEN CARS ON INVOICE NR. 13980 ( BAKU MOTORS D.A LLC),,,
8698,METASTAR INVEST LLP,GB,SAMIR RAJADOV,AT,13/03/2013,1303135030703768 INVOICE 08-1 DD 20/01/2013 LACIN.A FOR TEXTIL,,,
8685,POLUX MANAGEMENT LP,GB,ZENIT,UNKNOWN,01/10/2013,1310015026888450 PAYMENT TO THE CONTRACT N 113/58/20 13 DD.22.08.2013 SPESIFICATION N 2 DD.09.09.2013 FOR GOODS.,,,
8671,METASTAR INVEST LLP,GB,HOEDLMAYR ZASTAVA D.O.O,RS,01/11/2012,1211015021334393 SHIPPING TRNAVA-BAKU FOR 7 UNIT CIT ROE N CARS ON INVOICE NR.13491 (BAKU MOTORS D.A LLC),,,
8654,HILUX SERVICES LP,GB,FABERLEX LP,GB,02/06/2014,PAYMENT TO THE CONTRACT N 5 DD.02.12.2013,,,
8650,HILUX SERVICES LP,GB,CANDATA BILISIM TEKNOLOJILERI,TR,13/03/2014,1403135021823140 PAYMENT TO THE INVOICE N.6519 DD.12 .03 .2014,,,
8636,METASTAR INVEST LLP,GB,CALZATURIFICIO ZOCAL SRL,IT,09/10/2012,1210095024739997 ORDER 09.01.1833 RAGIMOV,,,
8631,METASTAR INVEST LLP,GB,LI-COR INC,US,16/04/2013,1304165026843925 INVOICE 5201,,,
8622,METASTAR INVEST LLP,GB,PIN PLUS AG,CH,11/12/2012,1212115022148784 INVOICE 5497 DD 01.08.2012,,,
8614,LCM ALLIANCE LLP,GB,CORTEM GROUP,IT,04/06/2013,1306045036026688 INV NO. 890/13/V1 DD 15.04.2013,,,
8610,HILUX SERVICES LP,GB,TESLA BLATNA A.S.,CZ,03/10/2014,1410035021896428 PAYMENT TO THE INVOICE N.O1404966 D D. 03.10.2014,,,
8604,HILUX SERVICES LP,GB,HANSGROHE AG,DE,19/09/2014,1409195030149853 PAYMENT TO THE INVOICE N.1 DD. 19.09.20 14,,,
8600,METASTAR INVEST LLP,GB,ILM SERVIS,UZ,02/04/2013,1304025020668858 DOQOVORY NA TRANSPORTNO EKSPEDICHIO NNO E OBSLUJIVANIE N 23-03/2013 DD 2 7.MARTA 2013 SHOT 002/0 3,,,
8600,METASTAR INVEST LLP,GB,ILM SERVIS,UZ,07/05/2013,1305075024814314 DOQOVORY NA TRANSPORTNO EKSPEDICHIO NNO E OBSLUJIVANIE N 23-03/2013 DD 0 7.MARTA 2013 SHOT 009/0 4 DD 30.04.2 013,,,
8590,METASTAR INVEST LLP,GB,UNIVAR,TR,10/04/2013,1304105027726396 INVOICE 6320 DD 25.03.2013,,,
8577,HILUX SERVICES LP,GB,DURKO CEVRE ENERJI TEKNIGI VE TIC.,TR,29/12/2014,1412295024599126 PAYMENT TO THE INVOICE N.2 DD.29.12 .20 14 FOR EQUIPMENT,,,
8568,METASTAR INVEST LLP,GB,EGE KIMYA SANAYI VE TICARET A.S,TR,10/07/2013,1307105021511529 INVOICE 13/P-04061 DATE 04.06.2013,,,
8550,HILUX SERVICES LP,GB,PAKERSON INDUSTRIE CALZATURE,IT,06/05/2014,1405065022562490 PAYMENT TO THE INVOICE N.875 DD.06.05.2 014,,,
8547,METASTAR INVEST LLP,GB,OOO GEOWATT,KZ,08/07/2013,1307085020603225 INVOICE GWT/01/05/07 DD 05.07.2013,,,
8510,METASTAR INVEST LLP,GB,POLY MEDICURE LIMITED,IN,22/05/2013,1305225026019227 INVOICE E1 13000069 DD 18/04/2013,,,
8508,HILUX SERVICES LP,GB,SOMMER CABLE GMBH,DE,22/09/2014,1409225031667105 PAYMENT TO THE INVOICE ALLSTARPONo.AL- 27998/14-A14-18132 DD 2014-08-25,,,
8500,LCM ALLIANCE LLP,GB,GFG EXPORT LLP,GB,21/02/2013,1302215070322109 OWN PAYMENT,,,
8500,LCM ALLIANCE LLP,GB,GSC L.T.D.,GE,29/05/2013,1305295023315334 INV No 1614 DD 15.05.2013,,,
8500,POLUX MANAGEMENT LP,GB,ENDOW,UNKNOWN,07/06/2013,1306075027252154 PAYMENT TO THE CONTRACT N 004 DD 04 .06 .2013 FOR CONSTRUCTION MATERIALS .,,,
8494,HILUX SERVICES LP,GB,TUV AUSTRIA BBS BELGELENDIRME,TR,26/02/2014,1402265025659063 PAYMENT TO THE INVOICE N.0006942 DD .22 .01.2014,,,
8493,METASTAR INVEST LLP,GB,JOINT STOCT COMPANY SANATORIUM EGLE,LT,09/07/2013,1307095036926781 INVOICE 20.05.2013 XASPOLADOV,,,
8490,HILUX SERVICES LP,GB,PALFREY LTD,UNKNOWN,24/04/2014,1404245024004507 PAYMENT TO THE INVOICE N.44 DD.24.0 4.2 014,,,
8479,METASTAR INVEST LLP,GB,3M EAST,CH,09/11/2012,1211095020644830 INVOICE 5012 DD 23.08.2012,,,
8461,HILUX SERVICES LP,GB,FABERLEX LP,GB,02/05/2014,PAYMENT TO THE CONTRACT N 5 DD.02.12.2013,,,
8450,POLUX MANAGEMENT LP,GB,DESMOND WITHEROW,UNKNOWN,18/10/2013,1310185028374082 PAYMENT TO THE CONTRACT N 2 DD.05.1 0.2 013 FOR EQUIPMENT.,,,
8444,METASTAR INVEST LLP,GB,Seyidov Rovshan,DE,19/06/2013,1306195038253279 Depozit,,,
8443,LCM ALLIANCE LLP,GB,DOOSUNG CORPORATION,KR,28/02/2013,1302285026095071 INVOICE NO 2314 DD 11.02.2013 FOR E QUI PMENT,,,
8435,METASTAR INVEST LLP,GB,ACA CRANES GMBH,DE,15/07/2013,1307155031361245 INVOICE N 9884604 DD 15.072013,,,
8412,METASTAR INVEST LLP,GB,WILLROCK UNITED LLP,GB,01/11/2012,INVOICE 046 DD 17.07.2012,,,
8389,HILUX SERVICES LP,GB,NUR PASLANMAZ CELIK SAN VE TIC LTD,TR,27/08/2014,1408275027386623 PAYMENT TO THE INVOICE N.7 DD.26.08 .20 14,,,
8387,"PJSC ARCELORMITTAL KRYVYI RIH,",UA,LCM ALLIANCE LLP,GB,24/04/2013,"1304245107171645 RETURN CURRENCY FUNDS UNDER CONTRAC T 1 15Z-2012 DD 14.03.2012 /FEE/USD30, /FEE/USD38,",,,
8350,JLS PRODUCTS LLP,GB,LCM ALLIANCE LLP,GB,05/04/2013,1304055072881596 PMT FOR INVOICE 2 DD 17.02.13,,,
8350,SEVEN MILE SHIPPING LTD,GB,METASTAR INVEST LLP,GB,13/08/2013,1308125101784233 INVS 1 8,,,
